id,sender,subject,email_text,label
13852,lottery13852@support.io,Urgent Verification,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
43690,healthcare43690@support.io,Meeting Reminder,Your medical report is ready for review.,Ham
45560,office45560@mail.com,Project Update,Kindly provide your feedback on the latest proposal.,Ham
45389,personal45389@service.co,Invoice Notice,Thank you for your support and assistance.,Ham
42900,support42900@mail.com,Course Information,Your support ticket has been updated by our team.,Ham
46032,support46032@service.co,Appointment Reminder,We have resolved the issue reported in your request.,Ham
39160,finance39160@company.org,Support Update,Payment confirmation has been successfully received.,Ham
14786,fakejobs14786@service.co,Urgent Verification,Immediate hiring for online positions with attractive salaries.,Spam
7069,lottery7069@support.io,Urgent Verification,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
44007,healthcare44007@service.co,Meeting Reminder,Your medical report is ready for review.,Ham
39973,finance39973@company.org,Appointment Reminder,Payment confirmation has been successfully received.,Ham
26946,support26946@service.co,Course Information,Your support ticket has been updated by our team.,Ham
32962,education32962@service.co,Appointment Reminder,The course materials have been uploaded to the portal.,Ham
22834,phishing22834@service.co,Urgent Verification,A security review requires immediate confirmation of your identity.,Spam
35575,finance35575@company.org,Course Information,Payment confirmation has been successfully received.,Ham
14360,shoppingoffers14360@service.co,Claim Prize,Exclusive discount available on premium products today.,Spam
14080,fakejobs14080@company.org,Investment Opportunity,Immediate hiring for online positions with attractive salaries.,Spam
42979,personal42979@company.org,Support Update,Looking forward to catching up with you soon.,Ham
12666,phishing12666@company.org,Reward Waiting,A security review requires immediate confirmation of your identity.,Spam
47509,office47509@inbox.net,Meeting Reminder,Kindly provide your feedback on the latest proposal.,Ham
43015,support43015@mail.com,Meeting Reminder,We have resolved the issue reported in your request.,Ham
47450,personal47450@service.co,Appointment Reminder,Thank you for your support and assistance.,Ham
30063,support30063@inbox.net,Appointment Reminder,We have resolved the issue reported in your request.,Ham
28937,personal28937@support.io,Appointment Reminder,Looking forward to catching up with you soon.,Ham
23043,phishing23043@service.co,Win Cash,Verify your login information to maintain account access.,Spam
47555,education47555@company.org,Invoice Notice,Your assignment submission deadline is approaching.,Ham
31441,finance31441@support.io,Invoice Notice,Your monthly account statement is now available.,Ham
13785,cryptoscam13785@company.org,Claim Prize,Limited crypto investment slots available today.,Spam
45729,healthcare45729@support.io,Project Update,Your medical report is ready for review.,Ham
15802,fakejobs15802@support.io,Claim Prize,Start your dream job from home and get paid weekly.,Spam
21180,cryptoscam21180@service.co,Exclusive Offer,Join our crypto platform and start earning guaranteed returns.,Spam
46360,finance46360@service.co,Support Update,Your monthly account statement is now available.,Ham
4727,lottery4727@inbox.net,Win Cash,Your lucky ticket has been chosen for a cash reward.,Spam
27206,personal27206@inbox.net,Course Information,Looking forward to catching up with you soon.,Ham
28650,healthcare28650@company.org,Course Information,Your medical report is ready for review.,Ham
49720,support49720@inbox.net,Appointment Reminder,Thank you for contacting customer support.,Ham
37109,healthcare37109@support.io,Support Update,Reminder for your upcoming health checkup appointment.,Ham
42955,healthcare42955@support.io,Meeting Reminder,Reminder for your upcoming health checkup appointment.,Ham
12744,shoppingoffers12744@mail.com,Claim Prize,Exclusive discount available on premium products today.,Spam
38033,support38033@mail.com,Course Information,Your support ticket has been updated by our team.,Ham
34906,education34906@inbox.net,Meeting Reminder,The course materials have been uploaded to the portal.,Ham
21352,fakejobs21352@inbox.net,Urgent Verification,Start your dream job from home and get paid weekly.,Spam
29325,healthcare29325@support.io,Support Update,Please follow the instructions shared by your healthcare provider.,Ham
48405,office48405@company.org,Course Information,The team meeting agenda has been shared for discussion.,Ham
47684,personal47684@mail.com,Invoice Notice,Looking forward to catching up with you soon.,Ham
29102,office29102@service.co,Support Update,Kindly provide your feedback on the latest proposal.,Ham
15193,bankingscam15193@mail.com,Limited Time Deal,Unusual activity found on your account. Verify your details.,Spam
35261,education35261@service.co,Invoice Notice,The course materials have been uploaded to the portal.,Ham
45258,finance45258@mail.com,Invoice Notice,Payment confirmation has been successfully received.,Ham
20638,bankingscam20638@company.org,Limited Time Deal,Security alert detected. Confirm your banking information immediately.,Spam
10252,fakejobs10252@support.io,Reward Waiting,Immediate hiring for online positions with attractive salaries.,Spam
36523,support36523@service.co,Project Update,Thank you for contacting customer support.,Ham
8041,cryptoscam8041@mail.com,Exclusive Offer,Double your investment with this exclusive crypto opportunity.,Spam
26502,support26502@mail.com,Invoice Notice,Your support ticket has been updated by our team.,Ham
40087,office40087@service.co,Project Update,Please review the project update before tomorrow's meeting.,Ham
7519,fakejobs7519@service.co,Exclusive Offer,Work remotely and earn a high monthly income with no experience.,Spam
14414,fakejobs14414@inbox.net,Claim Prize,Immediate hiring for online positions with attractive salaries.,Spam
42485,personal42485@company.org,Invoice Notice,Looking forward to catching up with you soon.,Ham
15642,lottery15642@service.co,Investment Opportunity,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
44172,education44172@support.io,Appointment Reminder,The course materials have been uploaded to the portal.,Ham
19198,bankingscam19198@service.co,Limited Time Deal,Your bank account requires urgent verification to avoid suspension.,Spam
15776,phishing15776@inbox.net,Win Cash,Verify your login information to maintain account access.,Spam
40440,office40440@inbox.net,Course Information,The team meeting agenda has been shared for discussion.,Ham
14388,phishing14388@support.io,Exclusive Offer,A security review requires immediate confirmation of your identity.,Spam
15655,lottery15655@service.co,Investment Opportunity,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
18691,lottery18691@inbox.net,Limited Time Deal,Your lucky ticket has been chosen for a cash reward.,Spam
8985,bankingscam8985@company.org,Urgent Verification,Unusual activity found on your account. Verify your details.,Spam
16900,shoppingoffers16900@support.io,Win Cash,Claim your free gift with every purchase while stocks last.,Spam
3777,fakejobs3777@inbox.net,Urgent Verification,Work remotely and earn a high monthly income with no experience.,Spam
49840,finance49840@service.co,Meeting Reminder,Your monthly account statement is now available.,Ham
28235,office28235@support.io,Project Update,Please review the project update before tomorrow's meeting.,Ham
49855,education49855@inbox.net,Meeting Reminder,Your assignment submission deadline is approaching.,Ham
2043,lottery2043@service.co,Reward Waiting,Your lucky ticket has been chosen for a cash reward.,Spam
22973,lottery22973@service.co,Claim Prize,Congratulations! You have been selected as a lottery winner. Claim your prize today.,Spam
35081,finance35081@support.io,Appointment Reminder,Please review the attached invoice for processing.,Ham
16314,lottery16314@company.org,Investment Opportunity,You have won a grand prize. Complete the claim process now.,Spam
40242,office40242@service.co,Appointment Reminder,Kindly provide your feedback on the latest proposal.,Ham
48467,support48467@service.co,Support Update,Thank you for contacting customer support.,Ham
35264,healthcare35264@inbox.net,Project Update,Reminder for your upcoming health checkup appointment.,Ham
5758,cryptoscam5758@company.org,Urgent Verification,Double your investment with this exclusive crypto opportunity.,Spam
47406,healthcare47406@service.co,Course Information,Your medical report is ready for review.,Ham
36747,support36747@company.org,Course Information,We have resolved the issue reported in your request.,Ham
17932,bankingscam17932@inbox.net,Claim Prize,Unusual activity found on your account. Verify your details.,Spam
31249,healthcare31249@company.org,Appointment Reminder,Your medical report is ready for review.,Ham
41328,education41328@mail.com,Support Update,Your assignment submission deadline is approaching.,Ham
13482,shoppingoffers13482@mail.com,Reward Waiting,Huge seasonal sale with limited-time rewards.,Spam
33742,office33742@service.co,Support Update,Please review the project update before tomorrow's meeting.,Ham
